Year,LocationAbbr,LocationDesc,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.6,681,457298,13.4,15.9,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12,722,3468539,10.9,13.1,Overall,Overall
2021,CO,Colorado,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.8,395,170951,3.4,4.3,Overall,Overall
2021,ME,Maine,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.5,820,83033,6.7,8.4,Overall,Overall
2021,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.2,2162,1553272,3.9,4.5,Overall,Overall
2021,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.4,485,250136,7.5,9.4,Overall,Overall
2021,IA,Iowa,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.8,1160,239967,8.2,9.5,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.5,719,426261,10.6,12.5,Overall,Overall
2021,SD,South Dakota,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.2,4861,485870,73.9,78.3,Overall,Overall
2021,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.9,8547,5732960,14.5,15.4,Overall,Overall
2021,AK,Alaska,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.5,577,41513,6.6,8.4,Overall,Overall
2021,HI,Hawaii,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.1,268,36957,2.6,3.6,Overall,Overall
2021,OH,Ohio,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.5,9115,6075469,70.3,72.7,Overall,Overall
2021,MO,Missouri,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.7,1189,415834,7.9,9.6,Overall,Overall
2021,MN,Minnesota,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.7,3781,1001956,21.8,23.5,Overall,Overall
2021,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.2,306,465135,3.7,4.9,Overall,Overall
2021,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.5,150,114595,1.9,3.2,Overall,Overall
2021,KY,Kentucky,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,10,696,393377,9.1,11.1,Overall,Overall
2021,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4,2295,451045,3.7,4.3,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.2,2743,573350,24.2,26.3,Overall,Overall
2021,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.1,67557,31707110,11.9,12.3,Overall,Overall
2021,AR,Arkansas,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.6,556,216970,8.3,10.9,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,3379,1572726,5.3,6,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,265,1186435,3.2,4.5,Overall,Overall
2021,ID,Idaho,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.4,886,195614,13.3,15.6,Overall,Overall
2021,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.1,2620,561114,5.8,6.5,Overall,Overall
2021,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.5,281,205160,3,4.1,Overall,Overall
2021,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.6,17012,9213235,3.5,3.8,Overall,Overall
2021,SC,South Carolina,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.5,1032,497862,12.3,14.7,Overall,Overall
2021,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,4253,579953,5.5,6.1,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.1,575,1045595,11.8,14.4,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,8.1,410,188802,7,9.4,Overall,Overall
2021,HHS2,HHS Region 2,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.9,33776,17396915,73.3,74.6,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.5,570,572102,13.9,17.2,Overall,Overall
2021,WA,Washington,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.6,882,388638,6,7.2,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.3,277,52836,2,2.7,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,212,129929,3.3,4.5,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.2,259,44693,4.4,6.3,Overall,Overall
2021,NJ,New Jersey,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.9,1872,1633748,21.6,24.2,Overall,Overall
2021,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,666,74828,5,6.7,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.1,5861,1986909,74.6,77.5,Overall,Overall
2021,IA,Iowa,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.5,525,133094,4.9,6.3,Overall,Overall
2021,NY,New York,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.9,2936,1085239,6.5,7.4,Overall,Overall
2021,NY,New York,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.5,1588,567831,3.2,3.8,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.9,497,222169,7.9,10.1,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.2,1209,206750,8.6,9.8,Overall,Overall
2021,VI,U.S. Virgin Islands,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5,79,4148,3.2,8,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.3,308,121229,3.6,5,Overall,Overall
2021,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.4,415,75954,6.3,8.7,Overall,Overall
2021,VA,Virginia,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.4,2543,1614174,23.2,25.7,Overall,Overall
2021,ID,Idaho,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.9,1077,169061,10.1,11.7,Overall,Overall
2021,GU,Guam,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,68.3,1124,69325,64,72.3,Overall,Overall
2021,MO,Missouri,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.2,2461,708081,12.4,14,Overall,Overall
2021,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,31056,17327484,7,7.4,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.3,2147,1090654,3.9,4.6,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.7,519,180378,4.9,6.5,Overall,Overall
2021,IN,Indiana,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.5,2909,1457378,27.3,29.7,Overall,Overall
2021,MA,Massachusetts,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.5,5508,4113720,75.2,77.8,Overall,Overall
2021,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.7,569,121036,11.3,14.4,Overall,Overall
2021,HHS10,HHS Region 10,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.5,8957,3019500,25.8,27.2,Overall,Overall
2021,KS,Kansas,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13,1832,272769,12.3,13.8,Overall,Overall
2021,ID,Idaho,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.5,744,119632,6.8,8.2,Overall,Overall
2021,MD,Maryland,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.5,487,123127,2.2,2.9,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.5,3599,2303025,70,73,Overall,Overall
2021,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.2,5944,900194,8.8,9.6,Overall,Overall
2021,IA,Iowa,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.1,263,54047,1.8,2.5,Overall,Overall
2021,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.8,4440,1059181,11.3,12.3,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.8,1168,296378,12,13.7,Overall,Overall
2021,IA,Iowa,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.9,2421,572606,21.8,24.1,Overall,Overall
2021,MN,Minnesota,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.3,11363,3190865,76.5,78.2,Overall,Overall
2021,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.6,1899,344707,3.4,3.9,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.3,391,52617,4.6,6.1,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,817,126864,5.1,6.1,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,17,1028,741421,15.7,18.5,Overall,Overall
2021,WA,Washington,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.8,495,177047,2.5,3.2,Overall,Overall
2021,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.8,8064,10182658,24.7,27,Overall,Overall
2021,SC,South Carolina,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.3,1863,581356,12.5,14.2,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.5,662,150734,5.9,7.2,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.7,433,1996068,5.9,7.6,Overall,Overall
2021,VI,U.S. Virgin Islands,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.1,949,50557,63.7,75.8,Overall,Overall
2021,DE,Delaware,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.8,550,103482,10.5,13.2,Overall,Overall
2021,ID,Idaho,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7,507,96847,6.2,7.9,Overall,Overall
2021,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.6,937,117391,8.6,10.6,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.6,4651,21441187,73.1,76,Overall,Overall
2021,CO,Colorado,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.6,1050,400483,8,9.3,Overall,Overall
2021,KS,Kansas,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.4,1483,156718,6,6.8,Overall,Overall
2021,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.6,19970,21341151,69.5,71.7,Overall,Overall
2021,MT,Montana,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.8,1954,250549,26.3,29.4,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.6,432,248385,5.8,7.4,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.3,1720,863065,3,3.6,Overall,Overall
2021,WV,West Virginia,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,18.4,1054,254331,17.1,19.8,Overall,Overall
2021,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.8,285,177643,4.9,6.7,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,425,1801623,4.9,6.4,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.9,324,51506,5.1,6.9,Overall,Overall
2021,HI,Hawaii,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,79.4,5688,851923,78.1,80.7,Overall,Overall
2021,WV,West Virginia,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.8,461,93533,5.1,6.6,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.9,440,162990,5.1,6.9,Overall,Overall
2021,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.4,243,37635,2.7,4.3,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.8,3181,1678218,6.4,7.3,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.6,3879,613534,72.9,76.3,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13,806,1204117,11.9,14.1,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.4,3311,5644985,69.8,73,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,10,525,237970,8.9,11.2,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,255,192307,3.9,5.6,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,377,239897,6.4,8.1,Overall,Overall
2021,KS,Kansas,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.9,689,88501,3.5,4.3,Overall,Overall
2021,TN,Tennessee,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,32.2,1569,1747053,30.5,34.1,Overall,Overall
2021,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.6,874,1348558,10.7,12.6,Overall,Overall
2021,VI,U.S. Virgin Islands,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.8,121,10767,8.8,21,Overall,Overall
2021,GA,Georgia,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29,2622,2270089,27.4,30.6,Overall,Overall
2021,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.2,702,1173826,11.1,13.4,Overall,Overall
2021,AZ,Arizona,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.3,3184,1538650,26.1,28.6,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.9,4512,2727154,11.4,12.6,Overall,Overall
2021,MD,Maryland,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.5,1049,235569,4.1,4.9,Overall,Overall
2021,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.6,875,604760,8.8,10.5,Overall,Overall
2021,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.1,1925,355209,2.9,3.3,Overall,Overall
2021,WV,West Virginia,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.7,782,149387,8,9.6,Overall,Overall
2021,KY,Kentucky,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,63,3044,2083172,61.2,64.8,Overall,Overall
2021,WA,Washington,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.7,3619,1483269,23.7,25.8,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.5,245,74066,2.1,3.1,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.3,476,763312,7.4,9.4,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6,357,265726,5.2,7,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.7,298,137761,4.8,6.6,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,67.7,2811,2481686,65.7,69.7,Overall,Overall
2021,HHS5,HHS Region 5,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.8,16164,11121405,26.2,27.5,Overall,Overall
2021,NE,Nebraska,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.9,10277,1072019,74.9,76.9,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,17.6,707,387818,15.9,19.4,Overall,Overall
2021,WI,Wisconsin,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.4,4359,3389929,75.6,79.1,Overall,Overall
2021,ME,Maine,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29.3,3783,340566,27.9,30.7,Overall,Overall
2021,WV,West Virginia,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,17.4,1607,295119,16.5,18.5,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.4,301,471803,4.7,6.2,Overall,Overall
2021,UT,Utah,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.2,366,73423,2.8,3.7,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,169,28290,2.5,4,Overall,Overall
2021,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,10.4,468,331052,9.3,11.7,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.5,306,1390548,3.9,5.2,Overall,Overall
2021,MD,Maryland,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.1,877,239383,4.5,5.7,Overall,Overall
2021,CO,Colorado,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.1,988,471658,10.3,11.9,Overall,Overall
2021,VI,U.S. Virgin Islands,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,16.2,194,13263,11,23.2,Overall,Overall
2021,KS,Kansas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.6,2656,280535,11,12.2,Overall,Overall
2021,NM,New Mexico,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,30.4,2134,513695,28.8,32.1,Overall,Overall
2021,ID,Idaho,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.9,392,71405,4.3,5.6,Overall,Overall
2021,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.7,833,625453,10.7,12.8,Overall,Overall
2021,IL,Illinois,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.6,312,836649,6.6,8.8,Overall,Overall
2021,ND,North Dakota,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.3,515,64103,10.1,12.6,Overall,Overall
2021,VI,U.S. Virgin Islands,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,,,,,,Overall,Overall
2021,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11,509,461425,9.6,12.5,Overall,Overall
2021,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,236,387518,2.9,4.1,Overall,Overall
2021,KS,Kansas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.9,589,68333,2.6,3.3,Overall,Overall
2021,DE,Delaware,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.6,984,201285,23.5,27.7,Overall,Overall
2021,NJ,New Jersey,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.2,392,330837,3.6,4.7,Overall,Overall
2021,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.8,5607,1327220,12.3,13.4,Overall,Overall
2021,DE,Delaware,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.7,263,43109,4,5.5,Overall,Overall
2021,CA,California,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.4,1721,7623839,24,26.9,Overall,Overall
2021,IA,Iowa,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.1,6769,1788076,75.9,78.2,Overall,Overall
2021,HI,Hawaii,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.1,188,25739,1.7,2.8,Overall,Overall
2021,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7,313,214342,5.9,8.2,Overall,Overall
2021,VT,Vermont,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.3,520,33902,4.7,6,Overall,Overall
2021,HHS10,HHS Region 10,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.5,20508,7961197,72.8,74.2,Overall,Overall
2021,NV,Nevada,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.7,132,119880,3.6,6.1,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.9,691,271457,9.8,12.2,Overall,Overall
2021,TX,Texas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12,1717,2659892,11.1,13,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.5,527,100377,11.2,14.1,Overall,Overall
2021,TX,Texas,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,72.5,6865,14918411,70.9,74,Overall,Overall
2021,DE,Delaware,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.9,153,31722,3.1,4.9,Overall,Overall
2021,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.5,8380,1393664,11.1,11.9,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.1,239,149049,3.5,4.8,Overall,Overall
2021,SC,South Carolina,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.3,652,260635,5.5,7.1,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.4,12518,6286637,24.7,26.1,Overall,Overall
2021,NV,Nevada,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.9,348,326402,12.1,16.1,Overall,Overall
2021,VI,U.S. Virgin Islands,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29.9,355,23112,24.2,36.3,Overall,Overall
2021,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,2356,2484296,5.3,6.4,Overall,Overall
2021,HI,Hawaii,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.3,850,107746,7.5,9.3,Overall,Overall
2021,WV,West Virginia,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,11.4,817,170343,10.4,12.5,Overall,Overall
2021,AK,Alaska,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12,540,62554,10.6,13.5,Overall,Overall
2021,NV,Nevada,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.8,473,364148,12.1,15.6,Overall,Overall
2021,NH,New Hampshire,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.3,4238,759404,72.5,76.1,Overall,Overall
2021,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.9,2926,2156925,5.6,6.2,Overall,Overall
2021,TX,Texas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.3,572,929642,3.7,4.9,Overall,Overall
